financial_year,council_area,sector,main_client_group,percentage_occupancy
2013/14,North Lanarkshire,All Sectors,Learning Disabilities,91
2013/14,North Lanarkshire,All Sectors,Mental Health Problems,94
2013/14,North Lanarkshire,All Sectors,Older People Aged 65 and Older,88
2013/14,North Lanarkshire,All Sectors,Other Groups,43
2013/14,North Lanarkshire,All Sectors,Physical and Sensory Impairment,83
2013/14,North Lanarkshire,Local Authority/Health Board Sectors,All Adults,58
2013/14,North Lanarkshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,58
2013/14,North Lanarkshire,Private Sector,All Adults,90
2013/14,North Lanarkshire,Private Sector,Older People Aged 65 and Older,90
2013/14,North Lanarkshire,Voluntary or Not for Profit Sector,All Adults,96
2013/14,North Lanarkshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,97
2013/14,Orkney Islands,All Sectors,All Adults,92
2013/14,Orkney Islands,All Sectors,Learning Disabilities,83
2013/14,Orkney Islands,All Sectors,Mental Health Problems,0
2013/14,Orkney Islands,All Sectors,Older People Aged 65 and Older,94
2013/14,Orkney Islands,All Sectors,Other Groups,0
2013/14,Orkney Islands,Local Authority/Health Board Sectors,All Adults,93
2013/14,Orkney Islands,Local Authority/Health Board Sectors,Older People Aged 65 and Older,94
2013/14,Orkney Islands,Private Sector,All Adults,0
2013/14,Orkney Islands,Private Sector,Older People Aged 65 and Older,0
2013/14,Orkney Islands,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2013/14,Perth and Kinross,All Sectors,All Adults,77
2013/14,Perth and Kinross,All Sectors,Learning Disabilities,83
2013/14,Perth and Kinross,All Sectors,Mental Health Problems,0
2013/14,Perth and Kinross,All Sectors,Older People Aged 65 and Older,76
2013/14,Perth and Kinross,All Sectors,Other Groups,0
2013/14,Perth and Kinross,All Sectors,Physical and Sensory Impairment,92
2013/14,Perth and Kinross,Local Authority/Health Board Sectors,All Adults,64
2013/14,Perth and Kinross,Local Authority/Health Board Sectors,Older People Aged 65 and Older,64
2013/14,Perth and Kinross,Private Sector,All Adults,76
2013/14,Perth and Kinross,Private Sector,Older People Aged 65 and Older,76
2013/14,Perth and Kinross,Voluntary or Not for Profit Sector,All Adults,89
2013/14,Perth and Kinross,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,86
2013/14,Renfrewshire,All Sectors,All Adults,86
2013/14,Renfrewshire,All Sectors,Learning Disabilities,96
2013/14,Renfrewshire,All Sectors,Mental Health Problems,0
2013/14,Renfrewshire,All Sectors,Older People Aged 65 and Older,86
2013/14,Renfrewshire,All Sectors,Other Groups,0
2013/14,Renfrewshire,All Sectors,Physical and Sensory Impairment,95
2013/14,Renfrewshire,Local Authority/Health Board Sectors,All Adults,86
2013/14,Renfrewshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,85
2013/14,Renfrewshire,Private Sector,All Adults,84
2013/14,Renfrewshire,Private Sector,Older People Aged 65 and Older,83
2013/14,Renfrewshire,Voluntary or Not for Profit Sector,All Adults,96
2013/14,Renfrewshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,96
2013/14,Scotland,All Sectors,All Adults,86
2013/14,Scotland,All Sectors,Learning Disabilities,90
2013/14,Scotland,All Sectors,Mental Health Problems,91
2013/14,Scotland,All Sectors,Older People Aged 65 and Older,86
2013/14,Scotland,All Sectors,Other Groups,75
2013/14,Scotland,All Sectors,Physical and Sensory Impairment,83
2013/14,Scotland,Local Authority/Health Board Sectors,All Adults,85
2013/14,Scotland,Local Authority/Health Board Sectors,Learning Disabilities,83
2013/14,Scotland,Local Authority/Health Board Sectors,Mental Health Problems,0
2013/14,Scotland,Local Authority/Health Board Sectors,Older People Aged 65 and Older,86
2013/14,Scotland,Local Authority/Health Board Sectors,Other Groups,0
2013/14,Scotland,Local Authority/Health Board Sectors,Physical and Sensory Impairment,47
2013/14,Scotland,Private Sector,All Adults,86
2013/14,Scotland,Private Sector,Learning Disabilities,89
2013/14,Scotland,Private Sector,Mental Health Problems,89
2013/14,Scotland,Private Sector,Older People Aged 65 and Older,86
2013/14,Scotland,Private Sector,Other Groups,57
2013/14,Scotland,Private Sector,Physical and Sensory Impairment,73
2013/14,Scotland,Voluntary or Not for Profit Sector,All Adults,92
2013/14,Scotland,Voluntary or Not for Profit Sector,Learning Disabilities,91
2013/14,Scotland,Voluntary or Not for Profit Sector,Mental Health Problems,94
2013/14,Scotland,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,93
2013/14,Scotland,Voluntary or Not for Profit Sector,Other Groups,78
2013/14,Scotland,Voluntary or Not for Profit Sector,Physical and Sensory Impairment,90
2013/14,Scottish Borders,All Sectors,All Adults,81
2013/14,Scottish Borders,All Sectors,Learning Disabilities,93
2013/14,Scottish Borders,All Sectors,Mental Health Problems,0
2013/14,Scottish Borders,All Sectors,Older People Aged 65 and Older,80
2013/14,Scottish Borders,All Sectors,Other Groups,0
2013/14,Scottish Borders,All Sectors,Physical and Sensory Impairment,0
2013/14,Scottish Borders,Local Authority/Health Board Sectors,All Adults,82
2013/14,Scottish Borders,Local Authority/Health Board Sectors,Older People Aged 65 and Older,82
2013/14,Scottish Borders,Private Sector,All Adults,79
2013/14,Scottish Borders,Private Sector,Older People Aged 65 and Older,79
2013/14,Scottish Borders,Voluntary or Not for Profit Sector,All Adults,89
2013/14,Scottish Borders,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,83
2013/14,Shetland Islands,All Sectors,All Adults,76
2013/14,Shetland Islands,All Sectors,Learning Disabilities,67
2013/14,Shetland Islands,All Sectors,Mental Health Problems,0
2013/14,Shetland Islands,All Sectors,Older People Aged 65 and Older,76
2013/14,Shetland Islands,All Sectors,Other Groups,0
2013/14,Shetland Islands,All Sectors,Physical and Sensory Impairment,0
2013/14,Shetland Islands,Local Authority/Health Board Sectors,All Adults,76
2013/14,Shetland Islands,Local Authority/Health Board Sectors,Older People Aged 65 and Older,77
2013/14,Shetland Islands,Private Sector,All Adults,0
2013/14,Shetland Islands,Private Sector,Older People Aged 65 and Older,0
2013/14,Shetland Islands,Voluntary or Not for Profit Sector,All Adults,75
2013/14,South Ayrshire,All Sectors,All Adults,88
2013/14,South Ayrshire,All Sectors,Learning Disabilities,88
2013/14,South Ayrshire,All Sectors,Mental Health Problems,0
2013/14,South Ayrshire,All Sectors,Older People Aged 65 and Older,88
2013/14,South Ayrshire,All Sectors,Other Groups,0
2013/14,South Ayrshire,All Sectors,Physical and Sensory Impairment,0
2013/14,South Ayrshire,Local Authority/Health Board Sectors,All Adults,72
2013/14,South Ayrshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,74
2013/14,South Ayrshire,Private Sector,All Adults,88
2013/14,South Ayrshire,Private Sector,Older People Aged 65 and Older,88
2013/14,South Ayrshire,Voluntary or Not for Profit Sector,All Adults,93
2013/14,South Ayrshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,94
2013/14,South Lanarkshire,All Sectors,All Adults,85
2013/14,South Lanarkshire,All Sectors,Learning Disabilities,91
2013/14,South Lanarkshire,All Sectors,Mental Health Problems,96
2013/14,South Lanarkshire,All Sectors,Older People Aged 65 and Older,85
2013/14,South Lanarkshire,All Sectors,Other Groups,100
2013/14,South Lanarkshire,All Sectors,Physical and Sensory Impairment,96
2013/14,South Lanarkshire,Local Authority/Health Board Sectors,All Adults,87
2013/14,South Lanarkshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,87
2013/14,South Lanarkshire,Private Sector,All Adults,84
2013/14,South Lanarkshire,Private Sector,Older People Aged 65 and Older,83
2013/14,South Lanarkshire,Voluntary or Not for Profit Sector,All Adults,95
2013/14,South Lanarkshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,96
2013/14,Stirling,All Sectors,All Adults,85
2013/14,Stirling,All Sectors,Learning Disabilities,81
2013/14,Stirling,All Sectors,Mental Health Problems,87
2013/14,Stirling,All Sectors,Older People Aged 65 and Older,85
2013/14,Stirling,All Sectors,Other Groups,0
2013/14,Stirling,All Sectors,Physical and Sensory Impairment,100
2013/14,Stirling,Local Authority/Health Board Sectors,All Adults,79
2013/14,Stirling,Local Authority/Health Board Sectors,Older People Aged 65 and Older,79
2013/14,Stirling,Private Sector,All Adults,85
2013/14,Stirling,Private Sector,Older People Aged 65 and Older,86
2013/14,Stirling,Voluntary or Not for Profit Sector,All Adults,91
2013/14,Stirling,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,85
2013/14,West Dunbartonshire,All Sectors,All Adults,88
2013/14,West Dunbartonshire,All Sectors,Learning Disabilities,100
2013/14,West Dunbartonshire,All Sectors,Mental Health Problems,0
2013/14,West Dunbartonshire,All Sectors,Older People Aged 65 and Older,87
2013/14,West Dunbartonshire,All Sectors,Other Groups,0
2013/14,West Dunbartonshire,All Sectors,Physical and Sensory Impairment,0
2013/14,West Dunbartonshire,Local Authority/Health Board Sectors,All Adults,78
2013/14,West Dunbartonshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,78
2013/14,West Dunbartonshire,Private Sector,All Adults,92
2013/14,West Dunbartonshire,Private Sector,Older People Aged 65 and Older,92
2013/14,West Dunbartonshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2013/14,West Lothian,All Sectors,All Adults,91
2013/14,West Lothian,All Sectors,Learning Disabilities,96
2013/14,West Lothian,All Sectors,Mental Health Problems,0
2013/14,West Lothian,All Sectors,Older People Aged 65 and Older,91
2013/14,West Lothian,All Sectors,Other Groups,0
2013/14,West Lothian,All Sectors,Physical and Sensory Impairment,60
2013/14,West Lothian,Local Authority/Health Board Sectors,All Adults,94
2013/14,West Lothian,Local Authority/Health Board Sectors,Older People Aged 65 and Older,95
2013/14,West Lothian,Private Sector,All Adults,90
2013/14,West Lothian,Private Sector,Older People Aged 65 and Older,90
2013/14,West Lothian,Voluntary or Not for Profit Sector,All Adults,90
2013/14,West Lothian,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,96
2014/15,Aberdeen City,All Sectors,All Adults,87
2014/15,Aberdeen City,All Sectors,Learning Disabilities,92
2014/15,Aberdeen City,All Sectors,Mental Health Problems,89
2014/15,Aberdeen City,All Sectors,Older People Aged 65 and Older,86
2014/15,Aberdeen City,All Sectors,Other Groups,84
2014/15,Aberdeen City,All Sectors,Physical and Sensory Impairment,100
2014/15,Aberdeen City,Local Authority/Health Board Sectors,All Adults,0
2014/15,Aberdeen City,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2014/15,Aberdeen City,Private Sector,All Adults,86
2014/15,Aberdeen City,Private Sector,Older People Aged 65 and Older,86
2014/15,Aberdeen City,Voluntary or Not for Profit Sector,All Adults,90
2014/15,Aberdeen City,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,86
2014/15,Aberdeenshire,All Sectors,All Adults,84
2014/15,Aberdeenshire,All Sectors,Learning Disabilities,89
2014/15,Aberdeenshire,All Sectors,Mental Health Problems,91
2014/15,Aberdeenshire,All Sectors,Older People Aged 65 and Older,83
2014/15,Aberdeenshire,All Sectors,Other Groups,0
2014/15,Aberdeenshire,All Sectors,Physical and Sensory Impairment,0
2014/15,Aberdeenshire,Local Authority/Health Board Sectors,All Adults,80
2014/15,Aberdeenshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,81
2014/15,Aberdeenshire,Private Sector,All Adults,83
2014/15,Aberdeenshire,Private Sector,Older People Aged 65 and Older,83
2014/15,Aberdeenshire,Voluntary or Not for Profit Sector,All Adults,93
2014/15,Aberdeenshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,93
2014/15,Angus,All Sectors,All Adults,88
2014/15,Angus,All Sectors,Learning Disabilities,95
2014/15,Angus,All Sectors,Mental Health Problems,0
2014/15,Angus,All Sectors,Older People Aged 65 and Older,88
2014/15,Angus,All Sectors,Other Groups,0
2014/15,Angus,All Sectors,Physical and Sensory Impairment,0
2014/15,Angus,Local Authority/Health Board Sectors,All Adults,88
2014/15,Angus,Local Authority/Health Board Sectors,Older People Aged 65 and Older,88
2014/15,Angus,Private Sector,All Adults,87
2014/15,Angus,Private Sector,Older People Aged 65 and Older,87
2014/15,Angus,Voluntary or Not for Profit Sector,All Adults,100
2014/15,Angus,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,100
2014/15,Argyll and Bute,All Sectors,All Adults,85
2014/15,Argyll and Bute,All Sectors,Learning Disabilities,93
2014/15,Argyll and Bute,All Sectors,Mental Health Problems,0
2014/15,Argyll and Bute,All Sectors,Older People Aged 65 and Older,85
2014/15,Argyll and Bute,All Sectors,Other Groups,0
2014/15,Argyll and Bute,All Sectors,Physical and Sensory Impairment,0
2014/15,Argyll and Bute,Local Authority/Health Board Sectors,All Adults,75
2014/15,Argyll and Bute,Local Authority/Health Board Sectors,Older People Aged 65 and Older,75
2014/15,Argyll and Bute,Private Sector,All Adults,85
2014/15,Argyll and Bute,Private Sector,Older People Aged 65 and Older,85
2014/15,Argyll and Bute,Voluntary or Not for Profit Sector,All Adults,96
2014/15,Argyll and Bute,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,97
2014/15,City of Edinburgh,All Sectors,All Adults,89
2014/15,City of Edinburgh,All Sectors,Learning Disabilities,95
2014/15,City of Edinburgh,All Sectors,Mental Health Problems,100
2014/15,City of Edinburgh,All Sectors,Older People Aged 65 and Older,88
2014/15,City of Edinburgh,All Sectors,Other Groups,75
2014/15,City of Edinburgh,All Sectors,Physical and Sensory Impairment,95
2014/15,City of Edinburgh,Local Authority/Health Board Sectors,All Adults,90
2014/15,City of Edinburgh,Local Authority/Health Board Sectors,Older People Aged 65 and Older,89
2014/15,City of Edinburgh,Private Sector,All Adults,87
2014/15,City of Edinburgh,Private Sector,Older People Aged 65 and Older,87
2014/15,City of Edinburgh,Voluntary or Not for Profit Sector,All Adults,93
2014/15,City of Edinburgh,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,94
2014/15,Clackmannanshire,All Sectors,All Adults,93
2014/15,Clackmannanshire,All Sectors,Learning Disabilities,88
2014/15,Clackmannanshire,All Sectors,Mental Health Problems,100
2014/15,Clackmannanshire,All Sectors,Older People Aged 65 and Older,94
2014/15,Clackmannanshire,All Sectors,Other Groups,0
2014/15,Clackmannanshire,All Sectors,Physical and Sensory Impairment,0
2014/15,Clackmannanshire,Local Authority/Health Board Sectors,All Adults,81
2014/15,Clackmannanshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,81
2014/15,Clackmannanshire,Private Sector,All Adults,97
2014/15,Clackmannanshire,Private Sector,Older People Aged 65 and Older,97
2014/15,Clackmannanshire,Voluntary or Not for Profit Sector,All Adults,87
2014/15,Clackmannanshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2014/15,Dumfries and Galloway,All Sectors,All Adults,88
2014/15,Dumfries and Galloway,All Sectors,Learning Disabilities,94
2014/15,Dumfries and Galloway,All Sectors,Mental Health Problems,82
2014/15,Dumfries and Galloway,All Sectors,Older People Aged 65 and Older,89
2014/15,Dumfries and Galloway,All Sectors,Other Groups,0
2014/15,Dumfries and Galloway,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2014/15,Dumfries and Galloway,Private Sector,All Adults,88
2014/15,Dumfries and Galloway,Private Sector,Older People Aged 65 and Older,89
2014/15,Dumfries and Galloway,Voluntary or Not for Profit Sector,All Adults,89
2014/15,Dumfries and Galloway,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,89
2014/15,Dundee City,All Sectors,All Adults,84
2014/15,Dundee City,All Sectors,Learning Disabilities,95
2014/15,Dundee City,All Sectors,Mental Health Problems,80
2014/15,Dundee City,All Sectors,Older People Aged 65 and Older,84
2014/15,Dundee City,All Sectors,Other Groups,0
2014/15,Dundee City,All Sectors,Physical and Sensory Impairment,60
2014/15,Dundee City,Local Authority/Health Board Sectors,All Adults,94
2014/15,Dundee City,Local Authority/Health Board Sectors,Older People Aged 65 and Older,97
2014/15,Dundee City,Private Sector,All Adults,83
2014/15,Dundee City,Private Sector,Older People Aged 65 and Older,83
2014/15,Dundee City,Voluntary or Not for Profit Sector,All Adults,80
2014/15,Dundee City,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,79
