date,council_area_2019,main_client_group,sector,percentage_occupancy,council_area,financial_year
2012-03-31,S12000021,All Adults,Local Authority/Health Board Sectors,70,North Ayrshire,2011/12
2012-03-31,S12000021,All Adults,Private Sector,84,North Ayrshire,2011/12
2012-03-31,S12000021,All Adults,Voluntary or Not for Profit Sector,87,North Ayrshire,2011/12
2012-03-31,S12000023,All Adults,All Sectors,95,Orkney Islands,2011/12
2012-03-31,S12000023,All Adults,Local Authority/Health Board Sectors,96,Orkney Islands,2011/12
2012-03-31,S12000023,All Adults,Private Sector,0,Orkney Islands,2011/12
2012-03-31,S12000026,All Adults,All Sectors,85,Scottish Borders,2011/12
2012-03-31,S12000026,All Adults,Local Authority/Health Board Sectors,83,Scottish Borders,2011/12
2012-03-31,S12000026,All Adults,Private Sector,84,Scottish Borders,2011/12
2012-03-31,S12000026,All Adults,Voluntary or Not for Profit Sector,91,Scottish Borders,2011/12
2012-03-31,S12000027,All Adults,All Sectors,88,Shetland Islands,2011/12
2012-03-31,S12000027,All Adults,Local Authority/Health Board Sectors,90,Shetland Islands,2011/12
2012-03-31,S12000027,All Adults,Private Sector,0,Shetland Islands,2011/12
2012-03-31,S12000027,All Adults,Voluntary or Not for Profit Sector,69,Shetland Islands,2011/12
2012-03-31,S12000028,All Adults,All Sectors,88,South Ayrshire,2011/12
2012-03-31,S12000028,All Adults,Local Authority/Health Board Sectors,87,South Ayrshire,2011/12
2012-03-31,S12000028,All Adults,Private Sector,88,South Ayrshire,2011/12
2012-03-31,S12000028,All Adults,Voluntary or Not for Profit Sector,89,South Ayrshire,2011/12
2012-03-31,S12000029,All Adults,All Sectors,86,South Lanarkshire,2011/12
2012-03-31,S12000029,All Adults,Local Authority/Health Board Sectors,90,South Lanarkshire,2011/12
2012-03-31,S12000029,All Adults,Private Sector,86,South Lanarkshire,2011/12
2012-03-31,S12000029,All Adults,Voluntary or Not for Profit Sector,80,South Lanarkshire,2011/12
2012-03-31,S12000030,All Adults,All Sectors,85,Stirling,2011/12
2012-03-31,S12000030,All Adults,Local Authority/Health Board Sectors,91,Stirling,2011/12
2012-03-31,S12000030,All Adults,Private Sector,85,Stirling,2011/12
2012-03-31,S12000030,All Adults,Voluntary or Not for Profit Sector,84,Stirling,2011/12
2012-03-31,S12000033,All Adults,All Sectors,89,Aberdeen City,2011/12
2012-03-31,S12000033,All Adults,Local Authority/Health Board Sectors,86,Aberdeen City,2011/12
2012-03-31,S12000033,All Adults,Private Sector,89,Aberdeen City,2011/12
2012-03-31,S12000033,All Adults,Voluntary or Not for Profit Sector,88,Aberdeen City,2011/12
2012-03-31,S12000034,All Adults,All Sectors,87,Aberdeenshire,2011/12
2012-03-31,S12000034,All Adults,Local Authority/Health Board Sectors,89,Aberdeenshire,2011/12
2012-03-31,S12000034,All Adults,Private Sector,86,Aberdeenshire,2011/12
2012-03-31,S12000034,All Adults,Voluntary or Not for Profit Sector,94,Aberdeenshire,2011/12
2012-03-31,S12000035,All Adults,All Sectors,84,Argyll and Bute,2011/12
2012-03-31,S12000035,All Adults,Local Authority/Health Board Sectors,82,Argyll and Bute,2011/12
2012-03-31,S12000035,All Adults,Private Sector,84,Argyll and Bute,2011/12
2012-03-31,S12000035,All Adults,Voluntary or Not for Profit Sector,92,Argyll and Bute,2011/12
2012-03-31,S12000036,All Adults,All Sectors,92,City of Edinburgh,2011/12
2012-03-31,S12000036,All Adults,Local Authority/Health Board Sectors,93,City of Edinburgh,2011/12
2012-03-31,S12000036,All Adults,Private Sector,93,City of Edinburgh,2011/12
2012-03-31,S12000036,All Adults,Voluntary or Not for Profit Sector,91,City of Edinburgh,2011/12
2012-03-31,S12000038,All Adults,All Sectors,88,Renfrewshire,2011/12
2012-03-31,S12000038,All Adults,Local Authority/Health Board Sectors,97,Renfrewshire,2011/12
2012-03-31,S12000038,All Adults,Private Sector,88,Renfrewshire,2011/12
2012-03-31,S12000038,All Adults,Voluntary or Not for Profit Sector,76,Renfrewshire,2011/12
2012-03-31,S12000039,All Adults,All Sectors,86,West Dunbartonshire,2011/12
2012-03-31,S12000039,All Adults,Local Authority/Health Board Sectors,81,West Dunbartonshire,2011/12
2012-03-31,S12000039,All Adults,Private Sector,89,West Dunbartonshire,2011/12
2012-03-31,S12000040,All Adults,All Sectors,89,West Lothian,2011/12
2012-03-31,S12000040,All Adults,Local Authority/Health Board Sectors,91,West Lothian,2011/12
2012-03-31,S12000040,All Adults,Private Sector,89,West Lothian,2011/12
2012-03-31,S12000040,All Adults,Voluntary or Not for Profit Sector,86,West Lothian,2011/12
2012-03-31,S12000041,All Adults,All Sectors,89,Angus,2011/12
2012-03-31,S12000041,All Adults,Local Authority/Health Board Sectors,94,Angus,2011/12
2012-03-31,S12000041,All Adults,Private Sector,88,Angus,2011/12
2012-03-31,S12000041,All Adults,Voluntary or Not for Profit Sector,98,Angus,2011/12
2012-03-31,S12000042,All Adults,All Sectors,80,Dundee City,2011/12
2012-03-31,S12000042,All Adults,Local Authority/Health Board Sectors,84,Dundee City,2011/12
2012-03-31,S12000042,All Adults,Private Sector,78,Dundee City,2011/12
2012-03-31,S12000042,All Adults,Voluntary or Not for Profit Sector,98,Dundee City,2011/12
2012-03-31,S12000045,All Adults,All Sectors,69,East Dunbartonshire,2011/12
2012-03-31,S12000045,All Adults,Local Authority/Health Board Sectors,91,East Dunbartonshire,2011/12
2012-03-31,S12000045,All Adults,Private Sector,68,East Dunbartonshire,2011/12
2012-03-31,S12000045,All Adults,Voluntary or Not for Profit Sector,100,East Dunbartonshire,2011/12
2012-03-31,S12000047,All Adults,All Sectors,88,Fife,2011/12
2012-03-31,S12000047,All Adults,Local Authority/Health Board Sectors,81,Fife,2011/12
2012-03-31,S12000047,All Adults,Private Sector,89,Fife,2011/12
2012-03-31,S12000047,All Adults,Voluntary or Not for Profit Sector,96,Fife,2011/12
2012-03-31,S12000048,All Adults,All Sectors,80,Perth and Kinross,2011/12
2012-03-31,S12000048,All Adults,Local Authority/Health Board Sectors,72,Perth and Kinross,2011/12
2012-03-31,S12000048,All Adults,Private Sector,80,Perth and Kinross,2011/12
2012-03-31,S12000048,All Adults,Voluntary or Not for Profit Sector,83,Perth and Kinross,2011/12
2012-03-31,S12000049,All Adults,All Sectors,89,Glasgow City,2011/12
2012-03-31,S12000049,All Adults,Local Authority/Health Board Sectors,86,Glasgow City,2011/12
2012-03-31,S12000049,All Adults,Private Sector,88,Glasgow City,2011/12
2012-03-31,S12000049,All Adults,Voluntary or Not for Profit Sector,92,Glasgow City,2011/12
2012-03-31,S12000050,All Adults,All Sectors,85,North Lanarkshire,2011/12
2012-03-31,S12000050,All Adults,Local Authority/Health Board Sectors,72,North Lanarkshire,2011/12
2012-03-31,S12000050,All Adults,Private Sector,86,North Lanarkshire,2011/12
2012-03-31,S12000050,All Adults,Voluntary or Not for Profit Sector,82,North Lanarkshire,2011/12
2012-03-31,S92000003,All Adults,All Sectors,87,Scotland,2011/12
2012-03-31,S92000003,All Adults,Local Authority/Health Board Sectors,87,Scotland,2011/12
2012-03-31,S92000003,All Adults,Private Sector,87,Scotland,2011/12
2012-03-31,S92000003,All Adults,Voluntary or Not for Profit Sector,90,Scotland,2011/12
2012-03-31,S12000005,Learning Disabilities,All Sectors,93,Clackmannanshire,2011/12
2012-03-31,S12000006,Learning Disabilities,All Sectors,81,Dumfries and Galloway,2011/12
2012-03-31,S12000008,Learning Disabilities,All Sectors,81,East Ayrshire,2011/12
2012-03-31,S12000010,Learning Disabilities,All Sectors,93,East Lothian,2011/12
2012-03-31,S12000011,Learning Disabilities,All Sectors,100,East Renfrewshire,2011/12
2012-03-31,S12000013,Learning Disabilities,All Sectors,82,Na h-Eileanan Siar,2011/12
2012-03-31,S12000014,Learning Disabilities,All Sectors,94,Falkirk,2011/12
2012-03-31,S12000017,Learning Disabilities,All Sectors,77,Highland,2011/12
2012-03-31,S12000018,Learning Disabilities,All Sectors,78,Inverclyde,2011/12
2012-03-31,S12000019,Learning Disabilities,All Sectors,86,Midlothian,2011/12
2012-03-31,S12000020,Learning Disabilities,All Sectors,79,Moray,2011/12
2012-03-31,S12000021,Learning Disabilities,All Sectors,72,North Ayrshire,2011/12
2012-03-31,S12000023,Learning Disabilities,All Sectors,86,Orkney Islands,2011/12
2012-03-31,S12000026,Learning Disabilities,All Sectors,91,Scottish Borders,2011/12
2012-03-31,S12000027,Learning Disabilities,All Sectors,56,Shetland Islands,2011/12
2012-03-31,S12000028,Learning Disabilities,All Sectors,92,South Ayrshire,2011/12
2012-03-31,S12000029,Learning Disabilities,All Sectors,77,South Lanarkshire,2011/12
2012-03-31,S12000030,Learning Disabilities,All Sectors,76,Stirling,2011/12
2012-03-31,S12000033,Learning Disabilities,All Sectors,93,Aberdeen City,2011/12
2012-03-31,S12000034,Learning Disabilities,All Sectors,91,Aberdeenshire,2011/12
2012-03-31,S12000035,Learning Disabilities,All Sectors,52,Argyll and Bute,2011/12
2012-03-31,S12000036,Learning Disabilities,All Sectors,94,City of Edinburgh,2011/12
2012-03-31,S12000038,Learning Disabilities,All Sectors,93,Renfrewshire,2011/12
2012-03-31,S12000039,Learning Disabilities,All Sectors,83,West Dunbartonshire,2011/12
2012-03-31,S12000040,Learning Disabilities,All Sectors,91,West Lothian,2011/12
2012-03-31,S12000041,Learning Disabilities,All Sectors,85,Angus,2011/12
2012-03-31,S12000042,Learning Disabilities,All Sectors,61,Dundee City,2011/12
2012-03-31,S12000045,Learning Disabilities,All Sectors,90,East Dunbartonshire,2011/12
2012-03-31,S12000047,Learning Disabilities,All Sectors,87,Fife,2011/12
2012-03-31,S12000048,Learning Disabilities,All Sectors,88,Perth and Kinross,2011/12
2012-03-31,S12000049,Learning Disabilities,All Sectors,97,Glasgow City,2011/12
2012-03-31,S12000050,Learning Disabilities,All Sectors,80,North Lanarkshire,2011/12
2012-03-31,S92000003,Learning Disabilities,All Sectors,85,Scotland,2011/12
2012-03-31,S92000003,Learning Disabilities,Local Authority/Health Board Sectors,81,Scotland,2011/12
2012-03-31,S92000003,Learning Disabilities,Private Sector,79,Scotland,2011/12
2012-03-31,S92000003,Learning Disabilities,Voluntary or Not for Profit Sector,92,Scotland,2011/12
2012-03-31,S12000005,Mental Health Problems,All Sectors,80,Clackmannanshire,2011/12
2012-03-31,S12000006,Mental Health Problems,All Sectors,86,Dumfries and Galloway,2011/12
2012-03-31,S12000008,Mental Health Problems,All Sectors,100,East Ayrshire,2011/12
2012-03-31,S12000010,Mental Health Problems,All Sectors,0,East Lothian,2011/12
2012-03-31,S12000011,Mental Health Problems,All Sectors,0,East Renfrewshire,2011/12
2012-03-31,S12000013,Mental Health Problems,All Sectors,0,Na h-Eileanan Siar,2011/12
2012-03-31,S12000014,Mental Health Problems,All Sectors,100,Falkirk,2011/12
2012-03-31,S12000017,Mental Health Problems,All Sectors,94,Highland,2011/12
2012-03-31,S12000018,Mental Health Problems,All Sectors,100,Inverclyde,2011/12
2012-03-31,S12000019,Mental Health Problems,All Sectors,0,Midlothian,2011/12
2012-03-31,S12000020,Mental Health Problems,All Sectors,100,Moray,2011/12
2012-03-31,S12000021,Mental Health Problems,All Sectors,100,North Ayrshire,2011/12
2012-03-31,S12000023,Mental Health Problems,All Sectors,0,Orkney Islands,2011/12
2012-03-31,S12000026,Mental Health Problems,All Sectors,0,Scottish Borders,2011/12
2012-03-31,S12000027,Mental Health Problems,All Sectors,0,Shetland Islands,2011/12
2012-03-31,S12000028,Mental Health Problems,All Sectors,0,South Ayrshire,2011/12
2012-03-31,S12000029,Mental Health Problems,All Sectors,93,South Lanarkshire,2011/12
2012-03-31,S12000030,Mental Health Problems,All Sectors,98,Stirling,2011/12
2012-03-31,S12000033,Mental Health Problems,All Sectors,98,Aberdeen City,2011/12
2012-03-31,S12000034,Mental Health Problems,All Sectors,100,Aberdeenshire,2011/12
2012-03-31,S12000035,Mental Health Problems,All Sectors,0,Argyll and Bute,2011/12
2012-03-31,S12000036,Mental Health Problems,All Sectors,74,City of Edinburgh,2011/12
2012-03-31,S12000038,Mental Health Problems,All Sectors,0,Renfrewshire,2011/12
2012-03-31,S12000039,Mental Health Problems,All Sectors,0,West Dunbartonshire,2011/12
2012-03-31,S12000040,Mental Health Problems,All Sectors,0,West Lothian,2011/12
2012-03-31,S12000041,Mental Health Problems,All Sectors,0,Angus,2011/12
2012-03-31,S12000042,Mental Health Problems,All Sectors,68,Dundee City,2011/12
2012-03-31,S12000045,Mental Health Problems,All Sectors,63,East Dunbartonshire,2011/12
2012-03-31,S12000047,Mental Health Problems,All Sectors,97,Fife,2011/12
2012-03-31,S12000048,Mental Health Problems,All Sectors,0,Perth and Kinross,2011/12
2012-03-31,S12000049,Mental Health Problems,All Sectors,87,Glasgow City,2011/12
2012-03-31,S12000050,Mental Health Problems,All Sectors,94,North Lanarkshire,2011/12
2012-03-31,S92000003,Mental Health Problems,All Sectors,88,Scotland,2011/12
2012-03-31,S92000003,Mental Health Problems,Local Authority/Health Board Sectors,93,Scotland,2011/12
2012-03-31,S92000003,Mental Health Problems,Private Sector,86,Scotland,2011/12
2012-03-31,S92000003,Mental Health Problems,Voluntary or Not for Profit Sector,90,Scotland,2011/12
2012-03-31,S12000005,Older People Aged 65 and Older,All Sectors,72,Clackmannanshire,2011/12
2012-03-31,S12000005,Older People Aged 65 and Older,Local Authority/Health Board Sectors,90,Clackmannanshire,2011/12
2012-03-31,S12000005,Older People Aged 65 and Older,Private Sector,68,Clackmannanshire,2011/12
2012-03-31,S12000005,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Clackmannanshire,2011/12
2012-03-31,S12000006,Older People Aged 65 and Older,All Sectors,90,Dumfries and Galloway,2011/12
2012-03-31,S12000006,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Dumfries and Galloway,2011/12
2012-03-31,S12000006,Older People Aged 65 and Older,Private Sector,89,Dumfries and Galloway,2011/12
2012-03-31,S12000006,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,93,Dumfries and Galloway,2011/12
2012-03-31,S12000008,Older People Aged 65 and Older,All Sectors,85,East Ayrshire,2011/12
2012-03-31,S12000008,Older People Aged 65 and Older,Private Sector,85,East Ayrshire,2011/12
2012-03-31,S12000008,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,East Ayrshire,2011/12
2012-03-31,S12000010,Older People Aged 65 and Older,All Sectors,87,East Lothian,2011/12
2012-03-31,S12000010,Older People Aged 65 and Older,Local Authority/Health Board Sectors,93,East Lothian,2011/12
2012-03-31,S12000010,Older People Aged 65 and Older,Private Sector,85,East Lothian,2011/12
2012-03-31,S12000010,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,100,East Lothian,2011/12
2012-03-31,S12000011,Older People Aged 65 and Older,All Sectors,89,East Renfrewshire,2011/12
2012-03-31,S12000011,Older People Aged 65 and Older,Local Authority/Health Board Sectors,88,East Renfrewshire,2011/12
2012-03-31,S12000011,Older People Aged 65 and Older,Private Sector,88,East Renfrewshire,2011/12
2012-03-31,S12000011,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,90,East Renfrewshire,2011/12
2012-03-31,S12000013,Older People Aged 65 and Older,All Sectors,92,Na h-Eileanan Siar,2011/12
2012-03-31,S12000013,Older People Aged 65 and Older,Local Authority/Health Board Sectors,89,Na h-Eileanan Siar,2011/12
2012-03-31,S12000013,Older People Aged 65 and Older,Private Sector,98,Na h-Eileanan Siar,2011/12
2012-03-31,S12000013,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,97,Na h-Eileanan Siar,2011/12
2012-03-31,S12000014,Older People Aged 65 and Older,All Sectors,89,Falkirk,2011/12
2012-03-31,S12000014,Older People Aged 65 and Older,Local Authority/Health Board Sectors,79,Falkirk,2011/12
2012-03-31,S12000014,Older People Aged 65 and Older,Private Sector,91,Falkirk,2011/12
2012-03-31,S12000014,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,100,Falkirk,2011/12
2012-03-31,S12000017,Older People Aged 65 and Older,All Sectors,93,Highland,2011/12
2012-03-31,S12000017,Older People Aged 65 and Older,Local Authority/Health Board Sectors,91,Highland,2011/12
2012-03-31,S12000017,Older People Aged 65 and Older,Private Sector,93,Highland,2011/12
2012-03-31,S12000017,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,91,Highland,2011/12
2012-03-31,S12000018,Older People Aged 65 and Older,All Sectors,88,Inverclyde,2011/12
2012-03-31,S12000018,Older People Aged 65 and Older,Private Sector,87,Inverclyde,2011/12
2012-03-31,S12000018,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,93,Inverclyde,2011/12
2012-03-31,S12000019,Older People Aged 65 and Older,All Sectors,92,Midlothian,2011/12
2012-03-31,S12000019,Older People Aged 65 and Older,Local Authority/Health Board Sectors,94,Midlothian,2011/12
2012-03-31,S12000019,Older People Aged 65 and Older,Private Sector,91,Midlothian,2011/12
2012-03-31,S12000019,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,87,Midlothian,2011/12
2012-03-31,S12000020,Older People Aged 65 and Older,All Sectors,89,Moray,2011/12
2012-03-31,S12000020,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Moray,2011/12
2012-03-31,S12000020,Older People Aged 65 and Older,Private Sector,89,Moray,2011/12
2012-03-31,S12000020,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,93,Moray,2011/12
2012-03-31,S12000021,Older People Aged 65 and Older,All Sectors,85,North Ayrshire,2011/12
2012-03-31,S12000021,Older People Aged 65 and Older,Local Authority/Health Board Sectors,70,North Ayrshire,2011/12
2012-03-31,S12000021,Older People Aged 65 and Older,Private Sector,85,North Ayrshire,2011/12
2012-03-31,S12000021,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,96,North Ayrshire,2011/12
2012-03-31,S12000023,Older People Aged 65 and Older,All Sectors,96,Orkney Islands,2011/12
